X,Y,Z,index,lat,long,speed,date,time,air_val,dust,gsr
-6795.2756764938,6717101.8190693,0,"51",51.538473000000003,-0.061043000000000,0.000000000000000,"230324","12565900","50",0.620000000000000,"682"
-6796.27755191094,6717102.53496297,0,"52",51.538477000000000,-0.061052000000000,0.000000000000000,"230324","12570000","50",0.620000000000000,"683"
-6797.50206630966,6717103.07188327,0,"53",51.538480000000000,-0.061063000000000,2.410000000000000,"230324","12570100","51",0.620000000000000,"682"
-6799.61713663474,6717103.96675051,0,"54",51.538485000000001,-0.061082000000000,2.920000000000000,"230324","12570200","50",0.620000000000000,"682"
-6802.17748492298,6717103.96675051,0,"55",51.538485000000001,-0.061105000000000,3.450000000000000,"230324","12570300","50",0.620000000000000,"682"
-6805.29443066519,6717105.21956481,0,"56",51.538491999999998,-0.061133000000000,4.320000000000001,"230324","12570400","50",0.620000000000000,"683"
-6805.73970862837,6717104.86161785,0,"57",51.538490000000003,-0.061137000000000,3.260000000000000,"230324","12570500","50",0.620000000000000,"683"
-6809.07929335216,6717106.29340579,0,"58",51.538497999999997,-0.061167000000000,3.210000000000000,"230324","12570700","50",0.620000000000000,"682"
-6810.86040520486,6717106.29340579,0,"59",51.538497999999997,-0.061183000000000,2.870000000000000,"230324","12570800","50",0.620000000000000,"682"
-6811.63964164041,6717104.5036709,0,"60",51.538488000000001,-0.061190000000000,3.180000000000000,"230324","12570900","50",0.620000000000000,"682"
-6812.97547552993,6717103.6088036,0,"61",51.538482999999999,-0.061202000000000,2.500000000000000,"230324","12571000","50",0.620000000000000,"682"
-6813.64339247469,6717102.17701613,0,"62",51.538474999999998,-0.061208000000000,2.050000000000000,"230324","12571100","50",0.620000000000000,"682"
-6815.31318483659,6717102.17701613,0,"63",51.538474999999998,-0.061223000000000,1.420000000000000,"230324","12571200","50",0.620000000000000,"682"
-6817.42825516166,6717102.53496297,0,"64",51.538477000000000,-0.061242000000000,1.380000000000000,"230324","12571300","50",0.620000000000000,"682"
-6819.09804752356,6717102.53496297,0,"65",51.538477000000000,-0.061257000000000,1.620000000000000,"230324","12571400","50",0.620000000000000,"682"
-6820.32256192228,6717102.17701613,0,"66",51.538474999999998,-0.061268000000000,1.510000000000000,"230324","12571500","50",0.620000000000000,"682"
-6822.21499326577,6717102.7139364,0,"67",51.538477999999998,-0.061285000000000,2.240000000000000,"230324","12571600","50",0.620000000000000,"682"
-6824.77534155402,6717102.7139364,0,"68",51.538477999999998,-0.061308000000000,2.920000000000000,"230324","12571700","50",0.620000000000000,"683"
-6826.89041187909,6717102.17701613,0,"69",51.538474999999998,-0.061327000000000,2.230000000000000,"230324","12571800","50",0.620000000000000,"682"
-6834.23749827145,6717096.80781535,0,"70",51.538445000000003,-0.061393000000000,2.230000000000000,"230324","12572000","50",0.620000000000000,"682"
-6840.58270924666,6717090.00683278,0,"71",51.538406999999999,-0.061450000000000,2.230000000000000,"230324","12572100","50",0.620000000000000,"682"
-6847.59583716664,6717083.74277491,0,"72",51.538372000000003,-0.061513000000000,11.710000000000001,"230324","12572200","50",0.620000000000000,"682"
-6856.5013964301,6717077.65769473,0,"73",51.538338000000003,-0.061593000000000,13.070000000000000,"230324","12572300","50",0.620000000000000,"682"
-6861.95605147897,6717074.43618354,0,"74",51.538319999999999,-0.061642000000000,15.310000000000000,"230324","12572400","50",0.620000000000000,"682"
-6864.7390387488,6717069.96186455,0,"75",51.538294999999998,-0.061667000000000,13.310000000000000,"230324","12572500","49",0.620000000000000,"682"
-6860.62021758945,6717074.97310198,0,"76",51.538322999999998,-0.061630000000000,6.330000000000000,"230324","12572600","50",0.620000000000000,"681"
-6862.51264893294,6717072.10953736,0,"77",51.538307000000003,-0.061647000000000,4.140000000000000,"230324","12572700","50",0.620000000000000,"682"
-6863.62584384087,6717069.60391914,0,"78",51.538293000000003,-0.061657000000000,3.660000000000000,"230324","12572800","49",0.620000000000000,"683"
-6866.96542856467,6717070.85672815,0,"79",51.538300000000000,-0.061687000000000,6.590000000000000,"230324","12572900","50",0.620000000000000,"683"
-6873.75591750306,6717070.85672815,0,"80",51.538300000000000,-0.061748000000000,8.420000000000000,"230324","12573000","50",0.620000000000000,"683"
-6887.67085385222,6717072.10953736,0,"81",51.538307000000003,-0.061873000000000,9.289999999999999,"230324","12573200","50",0.620000000000000,"683"
-6891.01043857601,6717072.64645565,0,"82",51.538310000000003,-0.061903000000000,9.369999999999999,"230324","12573300","49",0.620000000000000,"682"
-6895.35189871695,6717073.18337398,0,"83",51.538313000000002,-0.061942000000000,8.070000000000000,"230324","12573400","49",0.620000000000000,"683"
-6896.01981566171,6717075.33104763,0,"84",51.538325000000000,-0.061948000000000,7.410000000000000,"230324","12573500","49",0.620000000000000,"683"
-6897.57828853282,6717075.6889933,0,"85",51.538327000000002,-0.061962000000000,7.410000000000000,"230324","12573600","49",0.620000000000000,"683"
-6900.69523427503,6717076.22591182,0,"86",51.538330000000002,-0.061990000000000,4.050000000000000,"230324","12573700","50",0.620000000000000,"682"
-6903.81218001724,6717076.58385753,0,"87",51.538331999999997,-0.062018000000000,3.580000000000000,"230324","12573800","49",0.620000000000000,"682"
-6903.47822154486,6717077.12077611,0,"88",51.538334999999996,-0.062015000000000,2.700000000000000,"230324","12573900","49",0.620000000000000,"682"
-6901.02919274741,6717078.37358628,0,"89",51.538342000000000,-0.061993000000000,2.960000000000000,"230324","12574000","50",0.620000000000000,"683"
-6901.25183172899,6717079.80536957,0,"90",51.538350000000001,-0.061995000000000,3.070000000000000,"230324","12574100","49",0.620000000000000,"683"
-6901.25183172899,6717081.95304497,0,"91",51.538361999999999,-0.061995000000000,3.580000000000000,"230324","12574200","49",0.620000000000000,"683"
-6901.47447071058,6717084.63764002,0,"92",51.538376999999997,-0.061997000000000,4.650000000000000,"230324","12574300","50",0.620000000000000,"683"
-6901.47447071058,6717088.75402082,0,"93",51.538400000000003,-0.061997000000000,4.650000000000000,"230324","12574500","50",0.620000000000000,"683"
-6902.03106816455,6717091.08067176,0,"94",51.538412999999998,-0.062002000000000,4.650000000000000,"230324","12574600","50",0.620000000000000,"682"
-6901.80842918296,6717091.08067176,0,"95",51.538412999999998,-0.062000000000000,4.650000000000000,"230324","12574700","50",0.620000000000000,"684"
-6901.47447071058,6717092.69143048,0,"96",51.538421999999997,-0.061997000000000,4.650000000000000,"230324","12574800","50",0.620000000000000,"683"
-6900.69523427503,6717094.66013603,0,"97",51.538432999999998,-0.061990000000000,3.420000000000000,"230324","12574900","49",0.620000000000000,"683"
-6899.80467834868,6717097.16576196,0,"98",51.538446999999998,-0.061982000000000,4.600000000000000,"230324","12575000","50",0.620000000000000,"684"
-6897.68960802361,6717098.95549524,0,"99",51.538457000000001,-0.061963000000000,5.060000000000000,"230324","12575100","50",0.620000000000000,"683"
-6895.68585718933,6717100.9242023,0,"100",51.538468000000002,-0.061945000000000,5.390000000000000,"230324","12575200","50",0.620000000000000,"683"
-6894.23870380902,6717103.42983015,0,"101",51.538482000000002,-0.061932000000000,5.040000000000000,"230324","12575300","50",0.620000000000000,"683"
-6893.68210635505,6717105.39853829,0,"102",51.538493000000003,-0.061927000000000,4.600000000000000,"230324","12575400","50",0.620000000000000,"684"
-6892.68023093791,6717107.18827338,0,"103",51.538502999999999,-0.061918000000000,4.790000000000000,"230324","12575500","50",0.620000000000000,"683"
-6893.12550890109,6717110.23082393,0,"104",51.538519999999998,-0.061922000000000,5.210000000000000,"230324","12575600","50",0.620000000000000,"683"
-6892.34627246553,6717115.06311244,0,"105",51.538547000000001,-0.061915000000000,5.360000000000000,"230324","12575800","50",0.620000000000000,"683"
-6891.56703602998,6717117.7477184,0,"106",51.538561999999999,-0.061908000000000,5.280000000000000,"230324","12575900","50",0.620000000000000,"683"
-6891.56703602998,6717119.71643,0,"107",51.538573000000000,-0.061908000000000,5.280000000000000,"230324","12580000","50",0.620000000000000,"683"
-6893.79342584585,6717122.22206364,0,"108",51.538587000000000,-0.061928000000000,5.280000000000000,"230324","12580100","50",0.620000000000000,"683"
-6893.23682839188,6717124.01180242,0,"109",51.538597000000003,-0.061923000000000,4.800000000000000,"230324","12580200","50",0.620000000000000,"682"
-6893.45946737347,6717125.98051554,0,"110",51.538608000000004,-0.061925000000000,3.820000000000000,"230324","12580300","50",0.620000000000000,"682"
-6892.34627246553,6717128.4861511,0,"111",51.538621999999997,-0.061915000000000,3.860000000000000,"230324","12580400","50",0.620000000000000,"682"
-6891.45571653919,6717130.27589126,0,"112",51.538632000000000,-0.061907000000000,4.140000000000000,"230324","12580500","50",0.620000000000000,"684"
-6890.89911908522,6717132.96050224,0,"113",51.538646999999997,-0.061902000000000,3.860000000000000,"230324","12580600","50",0.620000000000000,"684"
-6891.01043857601,6717134.92921751,0,"114",51.538657999999998,-0.061903000000000,3.840000000000000,"230324","12580700","50",0.620000000000000,"684"
-6891.56703602998,6717136.71895909,0,"115",51.538668000000001,-0.061908000000000,2.840000000000000,"230324","12580800","50",0.620000000000000,"684"
-6893.45946737347,6717139.40357219,0,"116",51.538682999999999,-0.061925000000000,2.900000000000000,"230324","12581000","50",0.620000000000000,"684"
-6896.57641311568,6717138.8666495,0,"117",51.538679999999999,-0.061953000000000,2.900000000000000,"230324","12581100","50",0.620000000000000,"684"
-6899.35940038551,6717138.8666495,0,"118",51.538679999999999,-0.061978000000000,3.570000000000000,"230324","12581200","50",0.620000000000000,"684"
-6902.92162409089,6717138.8666495,0,"119",51.538679999999999,-0.062010000000000,3.570000000000000,"230324","12581300","50",0.620000000000000,"682"
-6907.37440372262,6717140.11946917,0,"120",51.538687000000003,-0.062050000000000,3.570000000000000,"230324","12581400","50",0.620000000000000,"683"
-6911.0479469188,6717141.55126331,0,"121",51.538694999999997,-0.062083000000000,4.910000000000000,"230324","12581500","50",0.620000000000000,"683"
-6913.16301724388,6717143.34100634,0,"122",51.538705000000000,-0.062102000000000,5.020000000000000,"230324","12581600","50",0.620000000000000,"683"
